TSC;Land;InvoiceYear;InvoiceSeries;InvoiceNumber;PositionOnInvoice;CustomerNumber;CustomerName;InvoiceType;DocumentType;NonBillable;BillingStatus;InvoiceDate;DeliveryDate;LineRegistrationDate;Quantity;SalesPriceValue;DocumentNetAmount;DocumentVatAmount;DocumentGrossAmount;SalesCurrency
"TRES";"Spanien";"2025";"REG";"20241332";"20";"302208";"INTRONIK AUTOMATIZACION E INST. SL";"0";"Invoice";"0";"-1";"2025-01-02";"2025-01-02";"2025-01-02";1.000000;265.000000;265.000000;55.650000;320.650000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241333";"20";"302115";"TECNO. DE CONTROL Y ACCIONAMIENTOS,";"0";"Invoice";"0";"-1";"2025-01-02";"2025-01-02";"2025-01-02";0.000000;0.000000;133.000000;27.930000;160.930000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241333";"30";"302115";"TECNO. DE CONTROL Y ACCIONAMIENTOS,";"0";"Invoice";"0";"-1";"2025-01-02";"2025-01-02";"2025-01-02";1.000000;133.000000;133.000000;27.930000;160.930000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241334";"20";"302115";"TECNO. DE CONTROL Y ACCIONAMIENTOS,";"0";"Invoice";"0";"-1";"2025-01-02";"2025-01-02";"2025-01-02";0.000000;0.000000;49.000000;10.290000;59.290000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241334";"30";"302115";"TECNO. DE CONTROL Y ACCIONAMIENTOS,";"0";"Invoice";"0";"-1";"2025-01-02";"2025-01-02";"2025-01-02";1.000000;49.000000;49.000000;10.290000;59.290000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241335";"10";"302115";"TECNO. DE CONTROL Y ACCIONAMIENTOS,";"0";"Invoice";"0";"-1";"2025-01-02";"2025-01-02";"2025-01-02";1.000000;90.000000;270.000000;56.700000;326.700000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241335";"20";"302115";"TECNO. DE CONTROL Y ACCIONAMIENTOS,";"0";"Invoice";"0";"-1";"2025-01-02";"2025-01-02";"2025-01-02";2.000000;180.000000;270.000000;56.700000;326.700000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241336";"10";"302530";"HIDYMEC SUMINISTROS, S.L.U.";"0";"Invoice";"0";"-1";"2025-01-03";"2025-01-03";"2025-01-03";1.000000;94.200000;94.200000;19.780000;113.980000;"EUR"
"TRES";"Spanien";"2025";"PRO";"1";"20";"301143";"HINE RENOVABLES, S.L.";"0";"Invoice";"0";"-1";"2025-01-07";"2025-01-07";"2025-01-07";150.000000;3309.000000;8824.000000;1853.040000;10677.040000;"EUR"
"TRES";"Spanien";"2025";"PRO";"1";"30";"301143";"HINE RENOVABLES, S.L.";"0";"Invoice";"0";"-1";"2025-01-07";"2025-01-07";"2025-01-07";250.000000;5515.000000;8824.000000;1853.040000;10677.040000;"EUR"
"TRES";"Spanien";"2025";"PRO";"2";"20";"301143";"HINE RENOVABLES, S.L.";"0";"Invoice";"0";"-1";"2025-01-07";"2025-01-07";"2025-01-07";400.000000;8824.000000;8824.000000;1853.040000;10677.040000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241337";"10";"301143";"HINE RENOVABLES, S.L.";"0";"Invoice";"0";"-1";"2025-01-07";"2025-01-07";"2025-01-07";1.000000;75.000000;75.000000;15.750000;90.750000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241338";"10";"302434";"HYDAC TECHNOLOGY, SL";"0";"Invoice";"0";"-1";"2025-01-07";"2025-01-07";"2025-01-07";20.000000;900.000000;900.000000;189.000000;1089.000000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241339";"10";"301717";"VIRENA NAVARRA, S.L.";"0";"Invoice";"0";"-1";"2025-01-07";"2025-01-07";"2025-01-07";200.000000;5300.000000;5300.000000;1113.000000;6413.000000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241340";"10";"301067";"CELTRONIC, S.L.";"0";"Invoice";"0";"-1";"2025-01-07";"2025-01-07";"2025-01-07";1.000000;94.200000;188.400000;39.560000;227.960000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241340";"20";"301067";"CELTRONIC, S.L.";"0";"Invoice";"0";"-1";"2025-01-07";"2025-01-07";"2025-01-07";1.000000;94.200000;188.400000;39.560000;227.960000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241341";"10";"301073";"LINKER SYSTEM S.L.";"0";"Invoice";"0";"-1";"2025-01-08";"2025-01-07";"2025-01-07";1.000000;45.000000;45.000000;9.450000;54.450000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241341";"10";"301073";"LINKER SYSTEM S.L.";"0";"Invoice";"0";"-1";"2025-01-08";"2025-01-07";"2025-01-07";2.000000;260.000000;260.000000;54.600000;314.600000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241342";"10";"301113";"ELECTRO INDUSTRIAL DE LEVANTE SL";"0";"Invoice";"0";"-1";"2025-01-08";"2025-01-08";"2025-01-08";1.000000;228.000000;228.000000;47.880000;275.880000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241343";"10";"302363";"Deltat Procesos Termicos";"0";"Invoice";"0";"-1";"2025-01-08";"2025-01-08";"2025-01-08";3.000000;558.000000;821.000000;172.410000;993.410000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241343";"20";"302363";"Deltat Procesos Termicos";"0";"Invoice";"0";"-1";"2025-01-08";"2025-01-08";"2025-01-08";1.000000;186.000000;821.000000;172.410000;993.410000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241343";"30";"302363";"Deltat Procesos Termicos";"0";"Invoice";"0";"-1";"2025-01-08";"2025-01-08";"2025-01-08";4.000000;62.000000;821.000000;172.410000;993.410000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241343";"40";"302363";"Deltat Procesos Termicos";"0";"Invoice";"0";"-1";"2025-01-08";"2025-01-08";"2025-01-08";1.000000;15.000000;821.000000;172.410000;993.410000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241344";"10";"302233";"ERSHIP INTERNACIONAL S.A";"0";"Invoice";"0";"-1";"2025-01-08";"2025-01-08";"2025-01-08";5.000000;575.000000;575.000000;0.000000;575.000000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241345";"10";"302135";"Gobesa, S.A.";"0";"Invoice";"0";"-1";"2025-01-08";"2025-01-08";"2025-01-08";1.000000;97.000000;97.000000;20.370000;117.370000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241346";"10";"301133";"U.G.R. EQUIPOS HIDRAULICOS S.A.";"0";"Invoice";"0";"-1";"2025-01-08";"2025-01-08";"2025-01-08";10.000000;540.000000;540.000000;113.400000;653.400000;"EUR"
"TRES";"Spanien";"2025";"LAT";"7024180";"10";"302285";"COLOMBIANA DE CONTROLES, S.A.S.";"0";"Invoice";"0";"-1";"2025-01-09";"2025-01-09";"2025-01-09";6.000000;390.000000;432.000000;0.000000;432.000000;"EUR"
"TRES";"Spanien";"2025";"LAT";"7024180";"20";"302285";"COLOMBIANA DE CONTROLES, S.A.S.";"0";"Invoice";"0";"-1";"2025-01-09";"2025-01-09";"2025-01-09";1.000000;7.000000;432.000000;0.000000;432.000000;"EUR"
"TRES";"Spanien";"2025";"LAT";"7024180";"30";"302285";"COLOMBIANA DE CONTROLES, S.A.S.";"0";"Invoice";"0";"-1";"2025-01-09";"2025-01-09";"2025-01-09";5.000000;35.000000;432.000000;0.000000;432.000000;"EUR"
"TRES";"Spanien";"2025";"LAT";"7024180";"40";"302285";"COLOMBIANA DE CONTROLES, S.A.S.";"0";"Invoice";"0";"-1";"2025-01-09";"2025-01-09";"2025-01-09";0.000000;0.000000;432.000000;0.000000;432.000000;"EUR"
"TRES";"Spanien";"2025";"REC";"1";"580";"301073";"LINKER SYSTEM S.L.";"2";"Credit Note";"0";"-1";"2025-01-09";"2025-01-09";"2025-01-09";-6.000000;-282.000000;-282.000000;-59.220000;-341.220000;"EUR"
"TRES";"Spanien";"2025";"REC";"2";"40";"302208";"INTRONIK AUTOMATIZACION E INST. SL";"2";"Credit Note";"0";"-1";"2025-01-09";"2025-01-09";"2025-01-09";-14.000000;-560.000000;-720.000000;-151.200000;-871.200000;"EUR"
"TRES";"Spanien";"2025";"REC";"2";"70";"302208";"INTRONIK AUTOMATIZACION E INST. SL";"2";"Credit Note";"0";"-1";"2025-01-09";"2025-01-09";"2025-01-09";-4.000000;-160.000000;-720.000000;-151.200000;-871.200000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241347";"10";"301575";"ROLEN TECHNOLOGIES & PRODUCTS, S.L.";"0";"Invoice";"0";"-1";"2025-01-09";"2025-01-09";"2025-01-09";7.000000;623.000000;2574.000000;540.540000;3114.540000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241347";"20";"301575";"ROLEN TECHNOLOGIES & PRODUCTS, S.L.";"0";"Invoice";"0";"-1";"2025-01-09";"2025-01-09";"2025-01-09";10.000000;890.000000;2574.000000;540.540000;3114.540000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241347";"30";"301575";"ROLEN TECHNOLOGIES & PRODUCTS, S.L.";"0";"Invoice";"0";"-1";"2025-01-09";"2025-01-09";"2025-01-09";10.000000;890.000000;2574.000000;540.540000;3114.540000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241347";"40";"301575";"ROLEN TECHNOLOGIES & PRODUCTS, S.L.";"0";"Invoice";"0";"-1";"2025-01-09";"2025-01-09";"2025-01-09";12.000000;171.000000;2574.000000;540.540000;3114.540000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241348";"10";"301909";"LANA SARRATE";"0";"Invoice";"0";"-1";"2025-01-10";"2025-01-10";"2025-01-10";29.000000;1363.000000;1571.800000;330.080000;1901.880000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241348";"20";"301909";"LANA SARRATE";"0";"Invoice";"0";"-1";"2025-01-10";"2025-01-10";"2025-01-10";29.000000;208.800000;1571.800000;330.080000;1901.880000;"EUR"
"TRES";"Spanien";"2025";"LAT";"7024181";"10";"302285";"COLOMBIANA DE CONTROLES, S.A.S.";"0";"Invoice";"0";"-1";"2025-01-13";"2025-01-13";"2025-01-13";5.000000;325.000000;325.000000;0.000000;325.000000;"EUR"
"TRES";"Spanien";"2025";"LAT";"7024181";"20";"302285";"COLOMBIANA DE CONTROLES, S.A.S.";"0";"Invoice";"0";"-1";"2025-01-13";"2025-01-13";"2025-01-13";0.000000;0.000000;325.000000;0.000000;325.000000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241349";"10";"302535";"TRAFAG FRANCIA S.A.R.L.";"0";"Invoice";"0";"-1";"2025-01-13";"2025-01-13";"2025-01-13";3.000000;225.000000;255.000000;0.000000;255.000000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241349";"20";"302535";"TRAFAG FRANCIA S.A.R.L.";"0";"Invoice";"0";"-1";"2025-01-13";"2025-01-13";"2025-01-13";1.000000;30.000000;255.000000;0.000000;255.000000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241350";"10";"301388";"Stadler Rail Valencia S.A.U.";"0";"Invoice";"0";"-1";"2025-01-13";"2025-01-13";"2025-01-13";8.000000;832.000000;832.000000;174.720000;1006.720000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241351";"10";"301388";"Stadler Rail Valencia S.A.U.";"0";"Invoice";"0";"-1";"2025-01-13";"2025-01-13";"2025-01-13";8.000000;832.000000;832.000000;174.720000;1006.720000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241352";"10";"301744";"Alconza Berango, S.L.";"0";"Invoice";"0";"-1";"2025-01-13";"2025-01-13";"2025-01-13";2.000000;378.000000;2015.000000;423.150000;2438.150000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241352";"20";"301744";"Alconza Berango, S.L.";"0";"Invoice";"0";"-1";"2025-01-13";"2025-01-13";"2025-01-13";8.000000;1512.000000;2015.000000;423.150000;2438.150000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241352";"30";"301744";"Alconza Berango, S.L.";"0";"Invoice";"0";"-1";"2025-01-13";"2025-01-13";"2025-01-13";1.000000;125.000000;2015.000000;423.150000;2438.150000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241353";"10";"301073";"LINKER SYSTEM S.L.";"0";"Invoice";"0";"-1";"2025-01-13";"2025-01-13";"2025-01-13";4.000000;693.000000;693.000000;145.530000;838.530000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241354";"20";"301073";"LINKER SYSTEM S.L.";"0";"Invoice";"0";"-1";"2025-01-13";"2025-01-13";"2025-01-13";0.000000;0.000000;2925.000000;614.250000;3539.250000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241354";"20";"301073";"LINKER SYSTEM S.L.";"0";"Invoice";"0";"-1";"2025-01-13";"2025-01-10";"2025-01-10";0.000000;0.000000;186.000000;39.060000;225.060000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241354";"30";"301073";"LINKER SYSTEM S.L.";"0";"Invoice";"0";"-1";"2025-01-13";"2025-01-10";"2025-01-10";4.000000;186.000000;186.000000;39.060000;225.060000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241354";"30";"301073";"LINKER SYSTEM S.L.";"0";"Invoice";"0";"-1";"2025-01-13";"2025-01-13";"2025-01-13";13.000000;2925.000000;2925.000000;614.250000;3539.250000;"EUR"
"TRES";"Spanien";"2025";"PRO";"3";"30";"301143";"HINE RENOVABLES, S.L.";"0";"Invoice";"0";"-1";"2025-01-14";"2025-01-14";"2025-01-14";350.000000;7721.000000;7721.000000;1621.410000;9342.410000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241355";"10";"302433";"BLAUNAVAL S.L";"0";"Invoice";"0";"-1";"2025-01-14";"2025-01-14";"2025-01-14";1.000000;450.000000;821.250000;172.460000;993.710000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241355";"20";"302433";"BLAUNAVAL S.L";"0";"Invoice";"0";"-1";"2025-01-14";"2025-01-14";"2025-01-14";1.000000;371.250000;821.250000;172.460000;993.710000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241356";"10";"302399";"Daunis, S.L.";"0";"Invoice";"0";"-1";"2025-01-14";"2025-01-14";"2025-01-14";4.000000;348.000000;363.000000;76.230000;439.230000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241356";"20";"302399";"Daunis, S.L.";"0";"Invoice";"0";"-1";"2025-01-14";"2025-01-14";"2025-01-14";1.000000;15.000000;363.000000;76.230000;439.230000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241357";"10";"301529";"CAF POWER&AUTOMATION, S.L.";"0";"Invoice";"0";"-1";"2025-01-14";"2025-01-14";"2025-01-14";2.000000;299.000000;299.000000;62.790000;361.790000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241358";"10";"301849";"DTS INSTRUMENTS S.L.";"0";"Invoice";"0";"-1";"2025-01-14";"2025-01-14";"2025-01-14";25.000000;3000.000000;3000.000000;630.000000;3630.000000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241359";"10";"302453";"TEYVA";"0";"Invoice";"0";"-1";"2025-01-14";"2025-01-14";"2025-01-14";1.000000;87.000000;102.000000;21.420000;123.420000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241359";"20";"302453";"TEYVA";"0";"Invoice";"0";"-1";"2025-01-14";"2025-01-14";"2025-01-14";1.000000;15.000000;102.000000;21.420000;123.420000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241360";"10";"301183";"COMERCIAL ROFER SL";"0";"Invoice";"0";"-1";"2025-01-14";"2025-01-14";"2025-01-14";2.000000;433.200000;433.200000;0.000000;433.200000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241361";"10";"301073";"LINKER SYSTEM S.L.";"0";"Invoice";"0";"-1";"2025-01-14";"2025-01-13";"2025-01-13";1.000000;405.350000;405.350000;85.120000;490.470000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241361";"20";"301073";"LINKER SYSTEM S.L.";"0";"Invoice";"0";"-1";"2025-01-14";"2025-01-13";"2025-01-13";0.000000;0.000000;284.000000;59.640000;343.640000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241361";"30";"301073";"LINKER SYSTEM S.L.";"0";"Invoice";"0";"-1";"2025-01-14";"2025-01-13";"2025-01-13";2.000000;284.000000;284.000000;59.640000;343.640000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241362";"10";"301909";"LANA SARRATE";"0";"Invoice";"0";"-1";"2025-01-15";"2025-01-15";"2025-01-15";2.000000;252.000000;252.000000;52.920000;304.920000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241363";"20";"301073";"LINKER SYSTEM S.L.";"0";"Invoice";"0";"-1";"2025-01-15";"2025-01-15";"2025-01-15";0.000000;0.000000;47.000000;9.870000;56.870000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241363";"30";"301073";"LINKER SYSTEM S.L.";"0";"Invoice";"0";"-1";"2025-01-15";"2025-01-15";"2025-01-15";1.000000;47.000000;47.000000;9.870000;56.870000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241364";"10";"302451";"GALEKTRA XXI S.L";"0";"Invoice";"0";"-1";"2025-01-15";"2025-01-15";"2025-01-15";4.000000;168.000000;855.000000;179.550000;1034.550000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241364";"20";"302451";"GALEKTRA XXI S.L";"0";"Invoice";"0";"-1";"2025-01-15";"2025-01-15";"2025-01-15";4.000000;216.000000;855.000000;179.550000;1034.550000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241364";"30";"302451";"GALEKTRA XXI S.L";"0";"Invoice";"0";"-1";"2025-01-15";"2025-01-15";"2025-01-15";2.000000;456.000000;855.000000;179.550000;1034.550000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241364";"40";"302451";"GALEKTRA XXI S.L";"0";"Invoice";"0";"-1";"2025-01-15";"2025-01-15";"2025-01-15";1.000000;15.000000;855.000000;179.550000;1034.550000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241382";"10";"302578";"SIM IMPEX GMBH";"0";"Invoice";"0";"-1";"2025-01-15";"2025-01-14";"2025-01-14";1.000000;550.000000;965.000000;0.000000;965.000000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241382";"20";"302578";"SIM IMPEX GMBH";"0";"Invoice";"0";"-1";"2025-01-15";"2025-01-14";"2025-01-14";1.000000;415.000000;965.000000;0.000000;965.000000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241383";"10";"302578";"SIM IMPEX GMBH";"0";"Invoice";"0";"-1";"2025-01-15";"2025-01-14";"2025-01-14";1.000000;550.000000;965.000000;0.000000;965.000000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241383";"30";"302578";"SIM IMPEX GMBH";"0";"Invoice";"0";"-1";"2025-01-15";"2025-01-14";"2025-01-14";1.000000;415.000000;965.000000;0.000000;965.000000;"EUR"
"TRES";"Spanien";"2025";"LAT";"7024184";"10";"302040";"Desarrollos digitales, S.A. de C.V.";"0";"Invoice";"0";"-1";"2025-01-16";"2025-01-15";"2025-01-15";3.000000;180.000000;180.000000;0.000000;180.000000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241365";"10";"301909";"LANA SARRATE";"0";"Invoice";"0";"-1";"2025-01-16";"2025-01-15";"2025-01-15";2.000000;408.000000;408.000000;85.680000;493.680000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241366";"10";"302052";"ATLANTIC SPARE PARTS";"0";"Invoice";"0";"-1";"2025-01-16";"2025-01-16";"2025-01-16";2.000000;1314.000000;1314.000000;0.000000;1314.000000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241367";"10";"301113";"ELECTRO INDUSTRIAL DE LEVANTE SL";"0";"Invoice";"0";"-1";"2025-01-16";"2025-01-16";"2025-01-16";2.000000;90.000000;90.000000;18.900000;108.900000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241368";"10";"301299";"AHIT";"0";"Invoice";"0";"-1";"2025-01-16";"2025-01-16";"2025-01-16";25.000000;4500.000000;4500.000000;945.000000;5445.000000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241369";"10";"301156";"GLUAL HIDRAULICA, S.L.";"0";"Invoice";"0";"-1";"2025-01-16";"2025-01-16";"2025-01-16";4.000000;1740.000000;1890.000000;396.900000;2286.900000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241369";"20";"301156";"GLUAL HIDRAULICA, S.L.";"0";"Invoice";"0";"-1";"2025-01-16";"2025-01-16";"2025-01-16";1.000000;150.000000;1890.000000;396.900000;2286.900000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241370";"10";"301717";"VIRENA NAVARRA, S.L.";"0";"Invoice";"0";"-1";"2025-01-17";"2025-01-16";"2025-01-16";70.000000;1855.000000;1855.000000;389.550000;2244.550000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241371";"10";"301717";"VIRENA NAVARRA, S.L.";"0";"Invoice";"0";"-1";"2025-01-17";"2025-01-16";"2025-01-16";60.000000;1590.000000;1590.000000;333.900000;1923.900000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241372";"10";"301717";"VIRENA NAVARRA, S.L.";"0";"Invoice";"0";"-1";"2025-01-17";"2025-01-17";"2025-01-17";70.000000;1855.000000;1855.000000;389.550000;2244.550000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241373";"10";"302444";"SOLYS SUCURSAL EN ESPAÑA";"0";"Invoice";"0";"-1";"2025-01-17";"2025-01-16";"2025-01-16";1.000000;630.000000;645.000000;135.450000;780.450000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241373";"20";"302444";"SOLYS SUCURSAL EN ESPAÑA";"0";"Invoice";"0";"-1";"2025-01-17";"2025-01-16";"2025-01-16";1.000000;0.000000;645.000000;135.450000;780.450000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241373";"50";"302444";"SOLYS SUCURSAL EN ESPAÑA";"0";"Invoice";"0";"-1";"2025-01-17";"2025-01-16";"2025-01-16";1.000000;15.000000;645.000000;135.450000;780.450000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241374";"10";"301299";"AHIT";"0";"Invoice";"0";"-1";"2025-01-17";"2025-01-17";"2025-01-17";3.000000;2400.000000;2400.000000;504.000000;2904.000000;"EUR"
"TRES";"Spanien";"2025";"LAT";"7024182";"10";"302272";"PROCESS CONTROL S.A";"0";"Invoice";"0";"-1";"2025-01-20";"2025-01-20";"2025-01-20";3.000000;144.000000;656.000000;0.000000;656.000000;"EUR"
"TRES";"Spanien";"2025";"LAT";"7024182";"20";"302272";"PROCESS CONTROL S.A";"0";"Invoice";"0";"-1";"2025-01-20";"2025-01-20";"2025-01-20";4.000000;192.000000;656.000000;0.000000;656.000000;"EUR"
"TRES";"Spanien";"2025";"LAT";"7024182";"30";"302272";"PROCESS CONTROL S.A";"0";"Invoice";"0";"-1";"2025-01-20";"2025-01-20";"2025-01-20";1.000000;160.000000;656.000000;0.000000;656.000000;"EUR"
"TRES";"Spanien";"2025";"LAT";"7024182";"40";"302272";"PROCESS CONTROL S.A";"0";"Invoice";"0";"-1";"2025-01-20";"2025-01-20";"2025-01-20";1.000000;160.000000;656.000000;0.000000;656.000000;"EUR"
"TRES";"Spanien";"2025";"LAT";"7024182";"50";"302272";"PROCESS CONTROL S.A";"0";"Invoice";"0";"-1";"2025-01-20";"2025-01-20";"2025-01-20";0.000000;0.000000;656.000000;0.000000;656.000000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241375";"20";"302480";"Satys Interiors Railway Spain Sa";"0";"Invoice";"0";"-1";"2025-01-20";"2025-01-17";"2025-01-17";6.000000;390.000000;570.000000;119.700000;689.700000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241375";"30";"302480";"Satys Interiors Railway Spain Sa";"0";"Invoice";"0";"-1";"2025-01-20";"2025-01-17";"2025-01-17";2.000000;180.000000;570.000000;119.700000;689.700000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241376";"10";"301156";"GLUAL HIDRAULICA, S.L.";"0";"Invoice";"0";"-1";"2025-01-20";"2025-01-20";"2025-01-20";1.000000;45.000000;129.000000;27.090000;156.090000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241376";"20";"301156";"GLUAL HIDRAULICA, S.L.";"0";"Invoice";"0";"-1";"2025-01-20";"2025-01-20";"2025-01-20";1.000000;45.000000;129.000000;27.090000;156.090000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241376";"30";"301156";"GLUAL HIDRAULICA, S.L.";"0";"Invoice";"0";"-1";"2025-01-20";"2025-01-20";"2025-01-20";1.000000;39.000000;129.000000;27.090000;156.090000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241377";"10";"301156";"GLUAL HIDRAULICA, S.L.";"0";"Invoice";"0";"-1";"2025-01-20";"2025-01-20";"2025-01-20";1.000000;45.000000;90.000000;18.900000;108.900000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241377";"20";"301156";"GLUAL HIDRAULICA, S.L.";"0";"Invoice";"0";"-1";"2025-01-20";"2025-01-20";"2025-01-20";1.000000;45.000000;90.000000;18.900000;108.900000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241378";"20";"301073";"LINKER SYSTEM S.L.";"0";"Invoice";"0";"-1";"2025-01-20";"2025-01-17";"2025-01-17";0.000000;0.000000;200.000000;42.000000;242.000000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241378";"30";"301073";"LINKER SYSTEM S.L.";"0";"Invoice";"0";"-1";"2025-01-20";"2025-01-17";"2025-01-17";2.000000;200.000000;200.000000;42.000000;242.000000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241378";"40";"301073";"LINKER SYSTEM S.L.";"0";"Invoice";"0";"-1";"2025-01-20";"2025-01-17";"2025-01-17";0.000000;0.000000;200.000000;42.000000;242.000000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241379";"10";"302465";"BARAT ALTE TECHNOLOGIES, S.L.";"0";"Invoice";"0";"-1";"2025-01-20";"2025-01-20";"2025-01-20";10.000000;450.000000;750.000000;157.500000;907.500000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241379";"20";"302465";"BARAT ALTE TECHNOLOGIES, S.L.";"0";"Invoice";"0";"-1";"2025-01-20";"2025-01-20";"2025-01-20";10.000000;300.000000;750.000000;157.500000;907.500000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241380";"10";"301174";"TEKENER, S.A.";"0";"Invoice";"0";"-1";"2025-01-20";"2025-01-20";"2025-01-20";10.000000;595.000000;595.000000;124.950000;719.950000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241381";"10";"302465";"BARAT ALTE TECHNOLOGIES, S.L.";"0";"Invoice";"0";"-1";"2025-01-20";"2025-01-20";"2025-01-20";6.000000;1920.000000;1935.000000;406.350000;2341.350000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241381";"20";"302465";"BARAT ALTE TECHNOLOGIES, S.L.";"0";"Invoice";"0";"-1";"2025-01-20";"2025-01-20";"2025-01-20";1.000000;15.000000;1935.000000;406.350000;2341.350000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241384";"10";"302026";"ARYLUC HIDRAULICA SL";"0";"Invoice";"0";"-1";"2025-01-21";"2025-01-21";"2025-01-21";3.000000;162.000000;519.000000;108.990000;627.990000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241384";"20";"302026";"ARYLUC HIDRAULICA SL";"0";"Invoice";"0";"-1";"2025-01-21";"2025-01-21";"2025-01-21";3.000000;162.000000;519.000000;108.990000;627.990000;"EUR"
"TRES";"Spanien";"2025";"REG";"20241384";"30";"302026";"ARYLUC HIDRAULICA SL";"0";"Invoice";"0";"-1";"2025-01-21";"2025-01-21";"2025-01-21";6.000000;180.000000;519.000000;108.990000;627.990000;"EUR"
